Reaction_ID,data_type,kcat,MW,kcat_MW
rxn05175_c0_num1,DLkcat,10.1569,41226.2346,298.3991172
rxn12644_c0_reverse_num2,DLkcat,10.1163,38522.6475,945.3836214
rxn06023_c0_reverse,DLkcat,10.1092,13745.6425,2647.611416
rxn42230_c0,DLkcat,10.083,18685.5198,1942.61655
rxn00745_c0_num1,DLkcat,10.083,8891.1318,2041.292426
rxn16108_c0,DLkcat,10.0828,21862.6056,830.1407587
rxn10030_c0,DLkcat,10.0506,43139.3518,315.6591473
rxn05610_c0_num5,DLkcat,9.9364,15137.1643,1181.563445
rxn01652_c0,DLkcat,9.8647,45004.1033,394.552023
rxn02286_c0,DLkcat,9.8546,48711.7943,364.1475387
rxn05187_c0,DLkcat,9.8349,38538.9547,134.6519578
rxn12635_c0_reverse_num1,DLkcat,9.8349,26711.8884,1325.463759
rxn01084_c0,DLkcat,9.769,18685.5198,1882.120507
rxn03066_c0,DLkcat,9.7472,43917.5768,399.4974513
rxn01101_c0_reverse_num1,DLkcat,9.7303,40980.7893,427.3841548
rxn08890_c0,DLkcat,9.6993,40982.526,100.7194786
rxn00653_c0_reverse,DLkcat,9.3188,54474.5853,206.4750571
rxn00493_c0_num2,DLkcat,9.2699,38571.7807,211.9685592
rxn01200_c0_num2,DLkcat,9.2302,31044.9563,1070.34198
rxn01269_c0,DLkcat,9.1764,29994.873,1101.356222
rxn01101_c0_num2,DLkcat,9.1694,36037.6432,457.9911041
rxn00262_c0,DLkcat,9.1694,51853.2274,318.3007274
rxn00910_c0_reverse,DLkcat,9.153,31766.0372,259.3241312
rxn08123_c0_num1,DLkcat,9.153,27386.5376,1203.175096
rxn05339_c0,DLkcat,9.123,25525.2873,321.6692491
rxn01871_c0_reverse,DLkcat,9.0905,264014.081,61.97737612
rxn12646_c0_num1,DLkcat,9.0499,26711.8884,1219.668168
rxn21857_c0_reverse,DLkcat,9.0499,25525.2873,319.0918051
rxn01200_c0_num1,DLkcat,9.0467,33236.9178,979.8778634
rxn03409_c0,DLkcat,9.0159,49430.8004,656.619754
rxn00187_c0_num1,DLkcat,9.0159,76063.3825,426.7130771
rxn06848_c0_reverse_num18,DLkcat,8.9432,34488.6362,466.7554816
rxn05610_c0_reverse_num1,DLkcat,8.9276,62481.4103,171.7039254
rxn08127_c0,DLkcat,8.9276,58648.983,273.99759
rxn02835_c0,DLkcat,8.8675,12349.9217,1292.437344
rxn00493_c0_reverse_num5,DLkcat,8.8573,44525.9756,358.0637995
rxn17731_c0,DLkcat,8.8207,35754.5294,444.0628996
rxn00775_c0,DLkcat,8.7861,20198.8417,1565.929397
rxn01646_c0_reverse,DLkcat,8.7109,28901.6059,542.5172585
rxn01492_c0,DLkcat,8.6652,33339.7552,467.8306696
rxn05226_c0_num1,DLkcat,8.6377,62216.1267,499.8016053
rxn00693_c0_num1,DLkcat,8.6035,84975.2188,91.12244851
rxn08128_c0_reverse,DLkcat,8.6035,58648.983,264.0506145
rxn05617_c0_num3,DLkcat,8.5657,16008.0925,963.1541047
rxn01626_c0,DLkcat,8.5566,50642.8468,608.2549056
rxn01985_c0_reverse,DLkcat,8.5201,28901.6059,530.6341818
rxn01361_c0_reverse_num1,DLkcat,8.4566,26956.004,564.6934909
rxn06865_c0_reverse_num21,DLkcat,8.4141,15619.9012,484.8103649
rxn05465_c0_reverse_num1,DLkcat,8.319,31641.6318,473.2436081
rxn00952_c0,DLkcat,8.3156,53553.0483,195.4026646
rxn02929_c0_reverse,DLkcat,8.303,27572.061,271.0243532
rxn06848_c0_reverse_num11,DLkcat,8.2773,22224.5358,670.3915049
rxn00003_c0_reverse_num2,DLkcat,8.25,57301.058,259.1575185
rxn05334_c0_reverse,DLkcat,8.25,16026.5332,1853.176831
rxn01268_c0_num2,DLkcat,8.2476,44188.2461,671.9289092
rxn05465_c0_reverse_num2,DLkcat,8.2268,8343.089,867.5116477
rxn02011_c0,DLkcat,8.19,52427.5341,281.1881248
rxn03005_c0_reverse,DLkcat,8.1419,22743.9066,1288.733748
rxn00647_c0,DLkcat,8.1157,44525.9756,109.4876811
rxn00806_c0,DLkcat,8.1157,40254.5762,725.7937546
rxn00101_c0_num1,DLkcat,8.1157,13183.7435,342.9766341
rxn05617_c0_num1,DLkcat,8.1063,62481.4103,155.9079182
rxn00493_c0_reverse_num2,DLkcat,8.0703,38571.7807,184.538114
rxn01366_c0_reverse,DLkcat,8.0245,26537.9413,544.2811044
rxn05157_c0_num5,DLkcat,8.0206,30563.5291,944.7259806
rxn00745_c0_reverse_num2,DLkcat,8.0176,9997.3685,1443.54787
rxn00527_c0_reverse_num5,DLkcat,8.0176,44525.9756,324.118221
rxn05518_c0_num2,DLkcat,7.9922,12390.9358,1161.006742
rxn00781_c0_num2,DLkcat,7.9613,36007.4642,198.9912414
rxn06874_c0_num3,DLkcat,7.952,30133.2332,475.010428
rxn00543_c0_reverse,DLkcat,7.9435,39940.3607,123.7947302
rxn05569_c0,DLkcat,7.9156,62481.4103,152.240198
rxn12645_c0_reverse_num2,DLkcat,7.8923,38522.6475,737.5474388
rxn12638_c0_num1,DLkcat,7.8731,26711.8884,1061.069123
rxn05293_c0,DLkcat,7.8731,38213.9798,741.6961057
rxn03004_c0,DLkcat,7.8599,22743.9066,1244.097617
rxn02003_c0_reverse,DLkcat,7.8267,30610.2982,460.2392276
rxn01388_c0_reverse,DLkcat,7.8169,69246.7188,406.3851759
rxn02400_c0_num2,DLkcat,7.7931,33236.0714,844.1178159
rxn06865_c0_reverse_num11,DLkcat,7.7734,22224.5358,629.5798538
rxn00298_c0,DLkcat,7.755,47773.0686,584.3878323
rxn27289_c0_reverse,DLkcat,7.7548,27508.304,253.7168413
rxn01200_c0_reverse_num1,DLkcat,7.7269,33236.9178,836.9259799
rxn05183_c0,DLkcat,7.726,,541.3251487
rxn03958_c0_reverse,DLkcat,7.6761,41899.735,659.5258896
rxn02789_c0_reverse_num3,DLkcat,7.6656,17611.8734,1566.906562
rxn03194_c0_num1,DLkcat,7.6525,18856.5087,349.3393504
rxn05460_c0,DLkcat,7.6496,43139.3518,638.3628601
rxn00527_c0_num4,DLkcat,7.5312,44232.1326,306.4776488
rxn05226_c0_num3,DLkcat,7.5312,16965.2711,1598.107088
rxn01859_c0_reverse,DLkcat,7.5046,28901.6059,467.3885613
rxn00304_c0,DLkcat,7.453,51716.516,259.4026249
rxn00840_c0,DLkcat,7.453,51716.516,259.4026249
rxn01354_c0,DLkcat,7.453,51716.516,259.4026249
rxn01370_c0,DLkcat,7.453,38127.2625,351.8584635
rxn01510_c0,DLkcat,7.453,38127.2625,351.8584635
rxn10954_c0,DLkcat,7.452,43139.3518,621.8730435
rxn08124_c0_num1,DLkcat,7.4341,27386.5376,977.2232033
rxn01361_c0_num1,DLkcat,7.4341,26956.004,496.4155666
rxn08123_c0_num3,DLkcat,7.4026,193068.7376,69.01521275
rxn03904_c0,DLkcat,7.3695,36400.6488,364.4193287
rxn05158_c0_num2,DLkcat,7.3451,34637.6912,763.3984565
rxn03445_c0_reverse,DLkcat,7.258,39822.2915,328.0675096
rxn05158_c0_num4,DLkcat,7.209,51004.0414,508.8302669
rxn14048_c0_reverse_num1,DLkcat,7.2085,7181.5618,301.1253068
rxn42709_c0_reverse,DLkcat,7.1291,41697.2338,31.08587701
rxn00917_c0_num2,DLkcat,7.1193,56443.8853,227.0350443
rxn03446_c0,DLkcat,7.0518,55234.0242,229.8083506
rxn05175_c0_num2,DLkcat,7.0319,32003.6501,790.9985243
rxn08548_c0,DLkcat,6.9953,8343.089,737.6506332
rxn08546_c0,DLkcat,6.9953,8343.089,737.6506332
rxn08438_c0,DLkcat,6.9953,27289.9038,307.599472
rxn00608_c0,DLkcat,6.8956,52645.8713,116.4956383
rxn00175_c0,DLkcat,6.845,61898.898,132.7002623
rxn04056_c0,DLkcat,6.8419,31797.7891,387.3042859
rxn00192_c0_num7,DLkcat,6.8065,20145.7988,1216.303222
rxn00555_c0_reverse,DLkcat,6.7644,64945.9138,187.4778456
rxn04113_c0,DLkcat,6.6804,72684.7456,330.8732775
rxn05465_c0_num2,DLkcat,6.6196,8343.089,698.0332697
rxn10195_c0,DLkcat,6.6168,26559.6054,168.9992422
rxn00533_c0_num1,DLkcat,6.6168,29478.3358,808.0673265
rxn00745_c0_reverse_num4,DLkcat,6.5962,9691.0264,1225.170535
rxn00745_c0_reverse_num3,DLkcat,6.5962,9078.3017,2615.722718
rxn00527_c0_num5,DLkcat,6.5951,44525.9756,266.6124625
rxn06848_c0_reverse_num8,DLkcat,6.5487,20122.8261,1171.571025
rxn06865_c0_reverse_num8,DLkcat,6.5472,20122.8261,1171.302673
rxn10770_c0_num2,DLkcat,6.5387,40176.5052,292.9488252
rxn00474_c0,DLkcat,6.4943,28436.1427,163.4408276
rxn03249_c0,DLkcat,6.484,31543.3946,740.0091302
rxn05518_c0_num3,DLkcat,6.4391,49393.2392,234.6551914
rxn00322_c0,DLkcat,6.4253,46895.3223,493.2491956
rxn01465_c0_reverse,DLkcat,6.3715,44760.4447,256.2239959
rxn05039_c0_num9,DLkcat,6.3588,25779.2563,443.9941892
rxn00527_c0_reverse_num4,DLkcat,6.3588,44232.1326,258.7675368
rxn00763_c0,DLkcat,6.3005,39940.3607,98.18955092
rxn10196_c0,DLkcat,6.2646,26559.6054,160.0037258
rxn00171_c0_num2,DLkcat,6.237,95529.8896,97.19994113
rxn06848_c0_reverse_num14,DLkcat,6.2313,20145.7988,1113.516531
rxn08892_c0_reverse,DLkcat,6.2183,43462.9525,515.0565876
rxn00499_c0_reverse,DLkcat,6.2183,34306.0623,80.99386291
rxn06874_c0_num5,DLkcat,6.2153,50447.3135,221.7668142
rxn02484_c0,DLkcat,6.1822,27479.2195,404.9591001
rxn00179_c0,DLkcat,6.0868,29163.1379,62.61466123
rxn05567_c0_reverse,DLkcat,6.0586,62481.4103,116.5246429
rxn06865_c0_reverse_num19,DLkcat,6.0223,16680.9247,1299.704926
rxn01985_c0,DLkcat,6.0096,28901.6059,374.2795483
rxn05610_c0_reverse_num2,DLkcat,6.0086,18734.39,577.3062267
rxn03150_c0,DLkcat,5.9482,25017.0731,855.9562469
rxn02285_c0,DLkcat,5.9454,32129.3783,222.0547168
rxn08535_c0_reverse_num2,DLkcat,5.9242,31143.5672,342.4000832
rxn00799_c0_reverse_num2,DLkcat,5.8892,30093.0597,352.2592952
rxn12634_c0_reverse_num2,DLkcat,5.8892,38522.6475,550.3546972
rxn06865_c0_reverse_num14,DLkcat,5.8557,20145.7988,1046.397823
rxn05144_c0_num2,DLkcat,5.8443,31505.9387,55.64950839
rxn02507_c0,DLkcat,5.7797,28887.8966,360.1321392
rxn00745_c0_num4,DLkcat,5.7794,9691.0264,1073.459051
rxn03135_c0_reverse_num2,DLkcat,5.7794,21747.8374,956.685468
rxn05338_c0_reverse,DLkcat,5.7217,25525.2873,201.7422934
rxn03052_c0_reverse,DLkcat,5.7217,86287.6334,238.7146244
rxn00745_c0_num2,DLkcat,5.6982,9997.3685,1025.945978
rxn08300_c0_reverse,DLkcat,5.6962,17917.1538,1144.507673
rxn00127_c0,DLkcat,5.689,36441.319,562.0103927
rxn00250_c0,DLkcat,5.6848,126891.8898,161.2812295
rxn02895_c0,DLkcat,5.5766,44088.9668,455.3465744
rxn02373_c0_reverse,DLkcat,5.4863,44068.7822,37.348207
rxn05338_c0,DLkcat,5.4405,25525.2873,191.8274197
rxn01740_c0,DLkcat,5.4274,29910.9134,326.6138974
rxn05485_c0,DLkcat,5.3909,62481.4103,103.6828141
rxn00171_c0_num1,DLkcat,5.3435,95529.8896,100.6836713
rxn08891_c0_reverse,DLkcat,5.3435,48168.5051,38.20085934
rxn00527_c0_num3,DLkcat,5.2994,44665.6693,213.5626791
rxn05226_c0_num2,DLkcat,5.2994,62481.4103,152.6681289
rxn04016_c0_reverse,DLkcat,5.2948,29597.6032,644.0143099
rxn12644_c0_num2,DLkcat,5.2449,38522.6475,490.1438822
rxn01333_c0_reverse,DLkcat,5.2068,23203.8948,807.8161085
rxn01602_c0,DLkcat,5.1996,43214.1362,433.158259
rxn03047_c0,DLkcat,5.1946,27207.1966,343.6693658
rxn01128_c0,DLkcat,5.1946,38127.2625,245.2386924
rxn00460_c0,DLkcat,5.1946,51716.516,180.798722
rxn00411_c0,DLkcat,5.1946,51716.516,180.798722
rxn01129_c0,DLkcat,5.1946,38127.2625,245.2386924
rxn00712_c0,DLkcat,5.1946,38127.2625,245.2386924
rxn00817_c0,DLkcat,5.1836,83165.9913,113.2551491
rxn01257_c0_reverse,DLkcat,5.1513,20963.0695,442.3178581
rxn00781_c0_reverse_num2,DLkcat,5.13,36007.4642,128.2234143
rxn05039_c0_num6,DLkcat,5.1041,27897.309,164.6642692
rxn08123_c0_reverse_num3,DLkcat,5.1006,193068.7376,47.55342638
rxn08123_c0_reverse_num2,DLkcat,5.1006,101425.4128,45.26025454
rxn08124_c0_reverse_num2,DLkcat,5.1006,101425.4128,45.26025454
rxn02811_c0_reverse_num2,DLkcat,5.0871,17611.8734,294.8054551
rxn05163_c0_num1,DLkcat,5.0583,70668.273,257.6811237
rxn12636_c0_num1,DLkcat,5.0455,26711.8884,679.9893638
rxn03907_c0,DLkcat,5.0455,24814.5007,365.9916478
rxn09211_c0,DLkcat,5.0368,22180.304,136.2506123
rxn00816_c0_reverse,DLkcat,5.0024,86181.1767,45.19526096
rxn00993_c0,DLkcat,4.996,32330.4336,556.305561
rxn05219_c0_num1,DLkcat,4.9927,38165.926,235.4681503
rxn08076_c0_num3,DLkcat,4.928,193068.7376,45.94425856
rxn00926_c0,DLkcat,4.9254,64963.575,136.4721692
rxn00838_c0,DLkcat,4.9053,45288.1455,194.9636026
rxn08070_c0,DLkcat,4.8733,35985.8249,66.72151075
rxn06848_c0_reverse_num2,DLkcat,4.7843,35301.6932,243.9469391
rxn01019_c0,DLkcat,4.7479,32816.3355,43.40429784
rxn02937_c0,DLkcat,4.7234,36308.4838,468.3269093
rxn01548_c0_reverse,DLkcat,4.6596,28901.6059,290.2011753
rxn08891_c0,DLkcat,4.6375,39178.264,33.15364184
rxn00686_c0,DLkcat,4.6235,43214.1362,385.1656301
rxn06865_c0_reverse_num2,DLkcat,4.609,35301.6932,235.0085576
rxn02200_c0_num2,DLkcat,4.5867,18662.3424,884.7828234
rxn05170_c0_num3,DLkcat,4.5297,28517.2491,108.9418237
rxn08766_c0,DLkcat,4.527,35742.3968,227.9813535
rxn01000_c0_num2,DLkcat,4.5046,42294.9745,95.85394123
rxn01972_c0_reverse,DLkcat,4.4679,46808.8917,171.809665
rxn01575_c0,DLkcat,4.4063,40254.5762,394.0590486
rxn06874_c0_num7,DLkcat,4.3574,50780.7016,308.9094775
rxn04413_c0,DLkcat,4.3534,18685.5198,838.7371702
rxn05339_c0_reverse,DLkcat,4.3091,25525.2873,151.9352145
rxn11676_c0_reverse,DLkcat,4.3091,11171.041,694.3292035
rxn01670_c0,DLkcat,4.3031,83091.6785,70.54610483
rxn14048_c0_reverse_num2,DLkcat,4.2577,38356.6351,33.30088775
rxn06848_c0_reverse_num15,DLkcat,4.2559,29579.636,258.982903
rxn21863_c0,DLkcat,4.2559,41063.8695,373.1075563
rxn08076_c0_num2,DLkcat,4.2327,101425.4128,37.5589302
rxn05175_c0_num4,DLkcat,4.1782,70668.273,212.8468599
rxn08129_c0_reverse,DLkcat,4.1478,58648.983,127.3004171
rxn10256_c0,DLkcat,4.1021,17917.1538,824.2134976
rxn10257_c0,DLkcat,4.1021,17917.1538,824.2134976
rxn10258_c0,DLkcat,4.1021,17917.1538,824.2134976
rxn10255_c0,DLkcat,4.1021,17917.1538,824.2134976
rxn10254_c0,DLkcat,4.1021,17917.1538,824.2134976
rxn05323_c0_reverse,DLkcat,4.099,41063.8695,359.3523986
rxn09113_c0,DLkcat,4.0746,19647.4776,373.2937199
rxn01396_c0,DLkcat,4.0746,30459.5707,240.7873726
rxn06865_c0_reverse_num23,DLkcat,4.0677,17830.8762,821.2563329
rxn05039_c0_num10,DLkcat,4.0253,26252.9301,551.9795293
rxn05219_c0_num2,DLkcat,4.0217,25690.2899,128.3700794
rxn07441_c0,DLkcat,4.0187,43511.554,166.2468778
rxn10770_c0_reverse_num2,DLkcat,4.0079,40176.5052,179.5631542
rxn10344_c0_num5,DLkcat,4.0024,93002.7445,154.9270409
rxn00189_c0_num1,DLkcat,3.9478,69573.6653,204.2738433
rxn00611_c0,DLkcat,3.9391,36185.1273,391.8947108
rxn12510_c0,DLkcat,3.9122,27207.1966,258.8271075
rxn03962_c0_reverse,DLkcat,3.9095,35480.1338,396.6783237
rxn00692_c0_reverse,DLkcat,999,45004.1033,79912.7132
rxn00575_c0,DLkcat,3.85,55331.8482,125.2443254
rxn05560_c0_num2,DLkcat,3.7897,71245.7029,47.87278195
rxn05610_c0_num1,DLkcat,3.7897,62481.4103,72.8870431
rxn01265_c0,DLkcat,3.7887,54166.3485,251.8043098
rxn05617_c0_reverse_num3,DLkcat,3.7627,16008.0925,423.0897591
rxn08933_c0,DLkcat,3.733,63856.5077,105.22655
rxn01334_c0_reverse_num2,DLkcat,3.7128,32755.9571,408.0503574
rxn00189_c0_num3,DLkcat,3.7031,38949.4248,171.1342346
rxn05734_c0,DLkcat,3.6931,54001.7695,81.82738481
rxn00758_c0,DLkcat,3.6774,27247.657,485.8634267
rxn05607_c0_reverse,DLkcat,3.6665,62481.4103,70.51754586
rxn08352_c0,DLkcat,3.6601,72684.7456,181.2809537
rxn05613_c0,DLkcat,3.6528,30701.8229,116.5950285
rxn02200_c0_reverse_num2,DLkcat,3.6232,18662.3424,698.9219103
rxn15947_c0_reverse,DLkcat,3.6197,44744.5419,145.6146319
rxn08124_c0_reverse_num3,DLkcat,3.5898,193068.7376,33.46808023
rxn12642_c0_reverse_num2,DLkcat,3.5555,38522.6475,332.2668827
rxn01101_c0_reverse_num2,DLkcat,3.5524,36037.6432,177.4344666
rxn00048_c0,DLkcat,3.5503,22392.2594,570.7811691
rxn01213_c0,DLkcat,3.5469,32165.5492,396.9725473
rxn06865_c0_reverse_num20,DLkcat,3.5462,25011.1277,127.6064014
rxn02155_c0_reverse,DLkcat,3.5025,23134.2975,272.5174603
rxn00184_c0_reverse_num1,DLkcat,3.4385,53598.5141,115.4752161
rxn05157_c0_num3,DLkcat,3.4173,25854.9119,475.8198383
rxn00974_c0_reverse,DLkcat,3.4156,69246.7188,177.5702909
rxn00493_c0_reverse_num4,DLkcat,3.4123,44232.1326,138.8614936
rxn08089_c0,DLkcat,3.389,22151.7682,550.7641598
rxn00786_c0_reverse_num2,DLkcat,3.3705,32755.9571,370.4303301
rxn12646_c0_reverse_num1,DLkcat,3.369,26711.8884,454.0450236
rxn09310_c0,DLkcat,3.3617,42983.4907,70.38818743
rxn00256_c0_reverse,DLkcat,2100,52175.0816,144896.7547
rxn00693_c0_reverse_num1,DLkcat,3.3432,84975.2188,35.40891147
rxn09113_c0_reverse,DLkcat,3.3432,19647.4776,306.2866452
rxn00392_c0_reverse,DLkcat,3.3432,34384.0723,116.6772791
rxn05655_c0_reverse_num1,DLkcat,3.3432,50079.4612,120.1642321
rxn02789_c0_reverse_num1,DLkcat,3.3432,44508.9581,270.4066892
rxn00912_c0_reverse,DLkcat,3.3432,29725.0658,40.48946462
rxn00993_c0_reverse,DLkcat,3.3432,32330.4336,372.2659631
rxn00701_c0_reverse,DLkcat,3.3432,38186.8723,105.700017
rxn08124_c0_reverse_num1,DLkcat,3.3432,27386.5376,439.4684781
rxn05336_c0_reverse,DLkcat,3.3432,25525.2873,117.878399
rxn05226_c0_num6,DLkcat,3.332,9078.3017,1321.304402
rxn03838_c0,DLkcat,3.3041,83165.9913,72.19043488
rxn02320_c0_reverse_num1,DLkcat,3.3022,40146.5918,100.4264735
rxn01459_c0,DLkcat,3.2469,54001.7695,71.94100775
rxn05333_c0_reverse,DLkcat,3.2385,16026.5332,727.4561413
rxn00789_c0_reverse_num2,DLkcat,3.2305,23192.9979,501.4358234
rxn00527_c0_num1,DLkcat,3.2288,38081.1811,98.19423343
rxn12633_c0_num2,DLkcat,3.2062,38522.6475,299.6242665
rxn08123_c0_num2,DLkcat,3.1862,101425.4128,28.27279595
rxn05337_c0,DLkcat,3.1751,25525.2873,111.9513354
rxn01268_c0_num1,DLkcat,3.1673,29994.873,380.1409661
rxn10309_c0,DLkcat,3.152,45484.6269,20.78944172
rxn10220_c0,DLkcat,3.152,31518.5888,360.0161185
rxn08040_c0,DLkcat,3.152,45484.6269,20.78944172
rxn10224_c0,DLkcat,3.152,31518.5888,360.0161185
rxn10307_c0,DLkcat,3.152,45484.6269,20.78944172
rxn10308_c0,DLkcat,3.152,45484.6269,20.78944172
rxn10222_c0,DLkcat,3.152,31518.5888,360.0161185
rxn10312_c0,DLkcat,3.152,45484.6269,20.78944172
rxn01653_c0,DLkcat,3.1137,20928.238,535.607441
rxn12635_c0_num1,DLkcat,3.1046,26711.8884,418.4114516
rxn06672_c0,DLkcat,3.0894,15815.8865,87.22210436
rxn08668_c0,DLkcat,3.0676,27247.657,405.2957654
rxn06874_c0_num6,DLkcat,3.0557,29735.9399,184.9701075
rxn01515_c0,DLkcat,3.0557,38127.2625,144.2605537
rxn00184_c0_num2,DLkcat,3.0471,66181.3001,82.87507184
rxn03933_c0,DLkcat,3.0413,39587.5421,138.2844125
rxn05567_c0,DLkcat,3.0371,62481.4103,58.41233834
rxn12640_c0_reverse_num2,DLkcat,3.0306,38522.6475,283.2141794
rxn10253_c0_reverse,DLkcat,3.0306,17917.1538,608.9226069
rxn43581_c0,DLkcat,3.0249,38213.9798,284.9648233
rxn00693_c0_num2,DLkcat,3.0152,24049.6085,112.8367641
rxn02811_c0_reverse_num3,DLkcat,2.984,17611.8734,609.9521474
rxn06848_c0_reverse_num12,DLkcat,2.976,49217.9892,108.8382538
rxn00929_c0_reverse,DLkcat,2.9584,28013.1376,380.1873304
rxn00670_c0_reverse,DLkcat,2.9584,34902.0831,76.28656411
rxn03194_c0_reverse_num1,DLkcat,2.9584,60003.7742,135.0520136
rxn00650_c0_reverse_num1,DLkcat,2.9584,26711.8884,398.7078652
rxn00817_c0_reverse,DLkcat,2.9525,81603.2059,64.5084165
rxn00808_c0,DLkcat,2.9525,45544.0173,77.30108475
rxn02200_c0_reverse_num1,DLkcat,2.9357,43214.1362,244.5616395
rxn01647_c0_reverse,DLkcat,2.9267,28901.6059,182.2756845
rxn00745_c0_num3,DLkcat,2.909,9078.3017,1153.563777
rxn12846_c0_reverse_num1,DLkcat,2.9032,26711.8884,391.268481
rxn00194_c0,DLkcat,2.9028,52800.7339,197.9154309
rxn08551_c0,DLkcat,2.893,35301.6932,147.5113381
rxn00493_c0_num1,DLkcat,2.8895,40146.5918,87.87544521
rxn05645_c0,DLkcat,2.8859,20630.7441,251.7902396
rxn06874_c0_num2,DLkcat,2.8771,52346.3964,98.93288471
rxn00785_c0_reverse_num1,DLkcat,2.8751,33236.9178,311.4115473
rxn09996_c0,DLkcat,2.8746,28960.6729,178.6657381
rxn05332_c0_reverse,DLkcat,2.873,16026.5332,645.354792
rxn02008_c0,DLkcat,2.8685,50143.047,51.48570249
rxn05157_c0_num1,DLkcat,2.8582,45383.97,226.7214613
rxn00917_c0_num1,DLkcat,2.8506,56443.8853,90.90586115
rxn05341_c0,DLkcat,2.819,25525.2873,99.39555117
rxn02834_c0,DLkcat,2.819,12171.5516,208.4450761
rxn00719_c0_num2,DLkcat,2.8125,44057.1383,229.8151989
rxn05938_c0_reverse,DLkcat,109,127392.6304,3080.240974
rxn05645_c0_reverse,DLkcat,2.7864,20630.7441,243.109021
rxn08127_c0_reverse,DLkcat,2.7864,58648.983,85.51759542
rxn03039_c0,DLkcat,2.7753,19614.3662,169.7918743
rxn00423_c0,DLkcat,2.7721,24314.5129,205.2181765
rxn08128_c0,DLkcat,2.7138,58648.983,83.28942379
rxn02305_c0,DLkcat,2.7138,23800.2939,102.6214218
rxn05232_c0,DLkcat,2.7138,88436.0643,110.4716733
rxn08535_c0_num1,DLkcat,2.7138,18734.39,260.7418763
rxn05608_c0,DLkcat,2.7138,41198.2806,237.1380518
rxn08869_c0,DLkcat,2.7138,41198.2806,237.1380518
rxn00355_c0,DLkcat,2.7138,38186.8723,85.8006419
rxn05163_c0_num4,DLkcat,2.7138,32003.6501,305.2676795
rxn05236_c0,DLkcat,2.7138,88436.0643,110.4716733
rxn06865_c0_reverse_num15,DLkcat,2.7085,29579.636,164.8194724
rxn06848_c0_reverse_num10,DLkcat,2.7085,65130.6125,149.7084032
rxn06934_c0_num3,DLkcat,2.7064,48672.2481,100.0882472
rxn05327_c0_reverse,DLkcat,2.688,41063.8695,235.6524146
rxn02474_c0,DLkcat,2.688,39696.2889,243.7708982
rxn01301_c0,DLkcat,2.6586,44779.9054,106.866684
rxn06865_c0_reverse_num10,DLkcat,2.6552,65130.6125,146.7623232
rxn00189_c0_num2,DLkcat,2.6432,116300.9875,40.90902496
rxn05465_c0_num1,DLkcat,2.6274,31641.6318,149.4651107
rxn00863_c0,DLkcat,2.6032,45855.9126,204.3688473
rxn06865_c0_reverse_num12,DLkcat,2.5935,49217.9892,94.84946614
rxn06848_c0_reverse_num1,DLkcat,2.5821,23365.6752,397.829719
rxn01652_c0_reverse,DLkcat,2.5531,45004.1033,102.1146887
rxn12845_c0_reverse_num1,DLkcat,2.5531,26711.8884,344.0849955
rxn12634_c0_num2,DLkcat,2.5435,38522.6475,237.6939435
rxn08129_c0,DLkcat,2.5217,58648.983,77.39366938
rxn05617_c0_reverse_num4,DLkcat,2.5012,61321.1902,73.4193186
rxn05039_c0_num8,DLkcat,2.5012,25058.9918,179.6624555
rxn05039_c0_num7,DLkcat,2.5012,30773.5129,146.2998396
rxn12641_c0_reverse_num2,DLkcat,2.5012,38522.6475,233.7409442
rxn00649_c0,DLkcat,2.491,32370.7911,141.383787
rxn00109_c0_reverse,DLkcat,2.4757,59181.5069,52.31770896
rxn12633_c0_reverse_num2,DLkcat,2.474,38522.6475,231.1990628
rxn03901_c0_num2,DLkcat,2.4631,29605.0515,299.5151013
rxn01675_c0,DLkcat,2.4427,31299.6853,140.4761728
rxn08123_c0_reverse_num1,DLkcat,2.4267,27386.5376,318.9932268
rxn01649_c0,DLkcat,2.4054,28901.6059,149.8089765
rxn03068_c0_reverse,DLkcat,2.3811,35895.7825,238.8013132
rxn02503_c0,DLkcat,2.3628,18662.3424,455.7884438
rxn12642_c0_num2,DLkcat,2.3391,38522.6475,218.5924527
rxn02003_c0,DLkcat,2.3068,30610.2982,135.6484662
rxn01302_c0,DLkcat,2.2919,44779.9054,92.12659033
rxn02789_c0_reverse_num2,DLkcat,2.2742,17611.8734,131.7934709
rxn00493_c0_num5,DLkcat,2.2358,44525.9756,90.38409481
rxn05462_c0_reverse,DLkcat,2.2024,16026.5332,494.7195941
rxn05377_c0_reverse,DLkcat,2.2024,16026.5332,494.7195941
rxn08126_c0_reverse,DLkcat,2.1312,58648.983,65.40880683
rxn05322_c0_reverse,DLkcat,2.113,41063.8695,185.2431369
rxn08126_c0,DLkcat,2.0635,58648.983,63.33102144
rxn06865_c0_reverse_num18,DLkcat,2.042,34488.6362,106.5742344
rxn30018_c0,DLkcat,2.0259,55331.8482,65.90453995
rxn00719_c0_reverse_num1,DLkcat,2.0183,27156.1206,267.5595718
rxn00227_c0,DLkcat,1.9508,10303.6172,681.5936446
rxn05039_c0_num11,DLkcat,1.8915,39681.1432,85.80145947
rxn14048_c0_reverse_num4,DLkcat,1.8826,21584.7523,26.1656929
rxn03397_c0,DLkcat,1.8742,20631.3469,27.25270448
rxn00192_c0_num3,DLkcat,1.857,19245.6171,173.6811027
rxn09023_c0,DLkcat,1.827,41697.2873,157.7368799
