Reaction_ID,data_type,kcat,MW,kcat_MW
rxn01480_c0_reverse,DLkcat,1.826,31543.3946,208.398623
rxn05610_c0_num3,DLkcat,1.8123,31143.5672,104.7452265
rxn02914_c0_reverse,DLkcat,2.49,39822.2915,225.1000548
rxn01138_c0_reverse,DLkcat,1.7713,28901.6059,110.3170534
rxn01100_c0_reverse,DLkcat,2633,42119.704,31515
rxn12844_c0_reverse_num1,DLkcat,1.7694,26711.8884,238.4646081
rxn10194_c0_reverse,DLkcat,1.7694,34711.7962,45.19212598
rxn05325_c0_reverse,DLkcat,1.754,41063.8695,153.770214
rxn04750_c0_reverse,DLkcat,1.7257,31543.3946,196.9515355
rxn00903_c0,DLkcat,1.7043,40254.5762,152.4169568
rxn47768_c0_reverse,DLkcat,1.6987,43139.3518,141.7573456
rxn06865_c0_reverse_num6,DLkcat,1.6552,76728.801,77.65949581
rxn09022_c0_reverse,DLkcat,1.6516,41697.2873,142.5934488
rxn06848_c0_reverse_num6,DLkcat,1.6006,76728.801,75.09774589
rxn00493_c0_num3,DLkcat,1.593,44665.6693,64.19695585
rxn01917_c0_reverse,DLkcat,1.5895,30582.1678,93.55451905
rxn12646_c0_num2,DLkcat,1.5671,38522.6475,146.4478785
rxn08084_c0,DLkcat,1.5573,22151.7682,253.0849885
rxn03910_c0_reverse,DLkcat,1.5551,16757.1133,111.3628563
rxn01259_c0,DLkcat,1.5519,63856.5077,43.74526733
rxn12646_c0_reverse_num2,DLkcat,1.5261,38522.6475,142.6163661
rxn02285_c0_reverse,DLkcat,1.4882,32129.3783,55.58277485
rxn21861_c0_reverse,DLkcat,1.4882,25525.2873,52.4726709
rxn03908_c0,DLkcat,1.4882,24814.5007,107.9513963
rxn02400_c0_num1,DLkcat,1.4882,53405.8044,24.3979255
rxn01669_c0,DLkcat,1.4882,46938.177,19.02332082
rxn12638_c0_num2,DLkcat,1.4882,38522.6475,139.0745535
rxn00792_c0,DLkcat,1.4882,30773.5129,60.46122574
rxn00113_c0,DLkcat,1.4882,59892.8313,22.36294346
rxn05331_c0_reverse,DLkcat,1.4564,16026.5332,327.1474832
rxn05330_c0_reverse,DLkcat,1.4141,16026.5332,317.6457401
rxn05144_c0_num1,DLkcat,1.3526,20708.8623,19.59450954
rxn10253_c0,DLkcat,1.3375,17917.1538,268.7368794
rxn00785_c0_num2,DLkcat,1.3369,31044.9563,155.028081
rxn16574_c0,DLkcat,1.3226,17186.5321,277.0401831
rxn10315_c0_reverse,DLkcat,1.3143,45484.6269,8.668643163
rxn10262_c0_reverse,DLkcat,1.3143,19647.4776,120.4093496
rxn10264_c0_reverse,DLkcat,1.3143,19647.4776,120.4093496
rxn05496_c0_reverse,DLkcat,1.3143,46742.6067,101.2241365
rxn10260_c0_reverse,DLkcat,1.3143,19647.4776,120.4093496
rxn05226_c0_num7,DLkcat,1.3103,25011.1277,47.14981324
rxn09110_c0_reverse,DLkcat,1.3016,19647.4776,119.2458415
rxn14048_c0_reverse_num3,DLkcat,1.268,28214.8718,13.48225158
rxn00250_c0_reverse,DLkcat,60,126891.8898,1702.23645
rxn03062_c0_reverse,DLkcat,1.2496,38564.9665,58.32443806
rxn09112_c0_reverse,DLkcat,1.2496,19647.4776,114.4818712
rxn05655_c0_reverse_num3,DLkcat,1.2496,62481.4103,35.99918743
rxn05617_c0_reverse_num2,DLkcat,1.2496,61321.1902,36.68030566
rxn02803_c0_reverse,DLkcat,1.2496,41063.8695,109.5503189
rxn07977_c0_reverse,DLkcat,1.2496,16026.5332,280.6945173
rxn01636_c0,DLkcat,1.2496,42578.196,52.82703852
rxn00799_c0_reverse_num1,DLkcat,1.2496,19929.8441,112.8598894
rxn05342_c0_reverse,DLkcat,1.2496,25525.2873,44.05983709
rxn00686_c0_reverse,DLkcat,1.2473,43214.1362,103.9076653
rxn09108_c0_reverse,DLkcat,1.2393,19647.4776,113.5382386
rxn06848_c0_reverse_num23,DLkcat,1.2066,17830.8762,243.6088923
rxn06556_c0,DLkcat,1.1907,27289.9038,52.35782473
rxn04308_c0,DLkcat,1.1639,27692.0873,75.6541021
rxn00143_c0_reverse,DLkcat,1.1625,24501.9496,170.8027348
rxn08764_c0_reverse,DLkcat,1.1443,35895.7825,114.7622287
rxn01073_c0,DLkcat,1.137,27247.657,150.2220907
rxn08025_c0_reverse,DLkcat,1.1363,53899.5769,19.19687828
rxn03137_c0,DLkcat,1.1329,55589.0759,73.36765244
rxn40037_c0_reverse,DLkcat,1.1132,32204.6332,31.10980938
rxn01257_c0,DLkcat,1.1011,20963.0695,94.54626862
rxn07980_c0_reverse,DLkcat,1.0916,16026.5332,245.2033731
rxn05170_c0_num1,DLkcat,1.0375,41198.2806,90.65912328
rxn05163_c0_num2,DLkcat,1.0375,40655.2275,30.48066675
rxn03080_c0,DLkcat,1.0375,16484.7759,226.5726888
rxn00555_c0,DLkcat,1.0375,64945.9138,28.75469588
rxn02341_c0,DLkcat,1.0193,19532.4481,46.96646295
rxn25839_c0_reverse,DLkcat,0.9769,30469.0732,57.71163397
rxn39451_c0_reverse,DLkcat,0.974,27572.061,31.79305312
rxn00791_c0_reverse,DLkcat,0.9687,35292.0595,49.4065811
rxn03852_c0_reverse,DLkcat,0.9641,26561.6973,130.6678546
rxn21863_c0_reverse,DLkcat,0.9488,41063.8695,83.17969158
rxn01643_c0_reverse,DLkcat,330,39981.6492,29713.63172
rxn01103_c0,DLkcat,0.8881,10303.6172,310.2949127
rxn15167_c0,DLkcat,0.8859,32535.6945,49.01140192
rxn21857_c0,DLkcat,0.8751,25525.2873,30.85528444
rxn02128_c0,DLkcat,0.8673,27207.1966,57.37967138
rxn06848_c0_reverse_num17,DLkcat,0.8497,19229.9847,159.0703294
rxn21859_c0,DLkcat,0.7939,41063.8695,69.59987051
rxn03253_c0,DLkcat,0.775,41063.8695,67.94293947
rxn18486_c0,DLkcat,0.7655,53749.0157,51.27163659
rxn02679_c0,DLkcat,0.7611,41063.8695,66.72434998
rxn39452_c0,DLkcat,0.7498,27572.061,24.47477539
rxn01021_c0,DLkcat,0.7475,24501.9496,109.8279951
rxn03251_c0,DLkcat,0.7467,41063.8695,65.46192633
rxn00872_c0_reverse,DLkcat,0.7311,41063.8695,64.09430071
rxn00868_c0_reverse,DLkcat,0.714,41063.8695,62.59517262
rxn03147_c0,DLkcat,0.7024,26886.4265,94.04894325
rxn00225_c0_reverse,DLkcat,0.6992,43282.875,18000
rxn00946_c0_reverse,DLkcat,0.6889,41063.8695,60.39469807
rxn01802_c0,DLkcat,0.6853,41063.8695,60.07909216
rxn00157_c0_reverse,DLkcat,0.6737,84025.8611,14.43198539
rxn12637_c0_reverse_num2,DLkcat,0.6543,38522.6475,61.14533016
rxn00184_c0_reverse_num2,DLkcat,0.6543,66181.3001,17.79566129
rxn00211_c0,DLkcat,0.6409,46748.4798,49.35433216
rxn08535_c0_reverse_num3,DLkcat,0.5651,29899.1996,34.02030869
rxn02190_c0,DLkcat,0.5643,50642.8468,40.11385869
rxn00173_c0,DLkcat,0.5527,34902.0831,1000
rxn01138_c0,DLkcat,0.5433,28901.6059,33.8368741
rxn03958_c0,DLkcat,0.502,41899.735,43.13153771
rxn03909_c0,DLkcat,0.4932,68916.0611,12.88175769
rxn07979_c0_reverse,DLkcat,0.489,16026.5332,109.8428449
rxn02314_c0_reverse,DLkcat,0.4862,34790.5059,12.57756933
rxn42230_c0_reverse,DLkcat,0.4826,18685.5198,92.9789494
rxn02200_c0_num1,DLkcat,0.4803,43214.1362,40.01190703
rxn01208_c0_reverse_num1,DLkcat,0.4729,40254.5762,42.29183762
rxn08131_c0,DLkcat,0.4685,47285.425,2.97237468
rxn00650_c0_num1,DLkcat,0.4685,26711.8884,63.14042552
rxn00543_c0,DLkcat,0.4582,95529.8896,7.140774896
rxn02474_c0_reverse,DLkcat,0.4578,39696.2889,41.5172311
rxn03039_c0_reverse,DLkcat,0.4517,19614.3662,27.63484654
rxn08025_c0,DLkcat,0.4422,52645.8713,7.470614779
rxn01602_c0_reverse,DLkcat,0.4397,43214.1362,36.62968045
rxn09114_c0_reverse,DLkcat,0.4354,19647.4776,39.88908989
rxn01800_c0,DLkcat,0.4118,27206.1796,9.081760234
rxn02933_c0,DLkcat,0.4063,31543.3946,46.37040555
rxn08300_c0,DLkcat,0.3983,17917.1538,80.02833575
rxn10199_c0,DLkcat,0.3914,73917.609,9.531152448
rxn02929_c0,DLkcat,0.3911,27572.061,12.76618386
rxn00851_c0,DLkcat,0.3844,38524.8273,17.96036604
rxn05340_c0_reverse,DLkcat,0.3701,25525.2873,13.04941238
rxn05163_c0_num3,DLkcat,0.37,70668.273,18.84862815
rxn43581_c0_reverse,DLkcat,0.3523,38213.9798,33.1889012
rxn01446_c0,DLkcat,0.3366,28901.6059,20.96354099
rxn00379_c0_reverse_num1,DLkcat,0.3265,65889.168,8.919523768
rxn05342_c0,DLkcat,0.275,25525.2873,9.696266964
rxn00222_c0,DLkcat,0.2537,50433.36,9.066826055
rxn02314_c0,DLkcat,0.2525,34790.5059,6.531954455
rxn00929_c0,DLkcat,0.2358,28013.1376,30.30292472
rxn03269_c0,DLkcat,0.2342,30610.2982,13.77183578
rxn02475_c0,DLkcat,0.2333,39696.2889,21.15764529
rxn08020_c0,DLkcat,0.2284,8343.089,24.0846575
rxn08017_c0,DLkcat,0.2128,8343.089,22.43964587
rxn06848_c0_reverse_num7,DLkcat,0.2036,24506.07,14.95466225
rxn01304_c0,DLkcat,0.2004,35418.2161,10.18458973
rxn01476_c0,DLkcat,0.2004,37721.9679,19.12519522
rxn12637_c0_num2,DLkcat,0.2004,38522.6475,18.7276848
rxn12845_c0_num2,DLkcat,0.1956,38522.6475,18.2791175
rxn06865_c0_reverse_num16,DLkcat,0.1949,49533.6117,3.541231781
rxn00670_c0,DLkcat,0.1947,34902.0831,5.020617236
rxn12847_c0_num2,DLkcat,0.1941,38522.6475,18.13894022
rxn06865_c0_reverse_num17,DLkcat,0.1925,19229.9847,36.03747017
rxn06865_c0_reverse_num7,DLkcat,0.1906,24506.07,13.99979679
rxn00122_c0,DLkcat,0.189,34384.0723,6.596077335
rxn16583_c0,DLkcat,0.163,43643.4024,13.4453312
rxn00549_c0,DLkcat,0.1558,72261.9442,7.761761826
rxn02483_c0,DLkcat,0.1457,14465.4345,9.065057811
rxn00440_c0,DLkcat,0.1409,23763.1149,21.34568646
rxn02175_c0,DLkcat,0.1388,18624.1974,4.471602089
rxn00938_c0,DLkcat,0.1333,20400.9742,23.5224061
rxn00105_c0,DLkcat,0.1249,23134.2975,9.718038769
rxn09108_c0,DLkcat,0.1236,19647.4776,11.32359097
rxn03141_c0,DLkcat,0.1197,49018.2541,4.395505388
rxn00392_c0,DLkcat,0.1088,34384.0723,3.797106953
rxn01649_c0_reverse,DLkcat,0.1088,28901.6059,6.776094058
rxn02720_c0,DLkcat,0.1073,41063.8695,9.406809556
rxn03901_c0_num1,DLkcat,0.103,30053.2771,12.33808875
rxn00184_c0_num3,DLkcat,0.1004,165024.7165,1.095108683
rxn09110_c0,DLkcat,0.0953,19647.4776,8.730891746
rxn00800_c0_reverse_num2,DLkcat,0.0945,53615.9384,6.345128149
rxn05337_c0_reverse,DLkcat,344.7,25525.2873,48615.3196
rxn12847_c0_reverse_num1,DLkcat,0.0925,26711.8884,12.46635936
rxn03419_c0_reverse,DLkcat,0.0925,20970.079,15.8797685
rxn09112_c0,DLkcat,0.0906,19647.4776,8.300302121
rxn09111_c0,DLkcat,0.0906,19647.4776,8.300302121
rxn10315_c0,DLkcat,0.0906,45484.6269,0.597564537
rxn09109_c0,DLkcat,0.0906,19647.4776,8.300302121
rxn00980_c0,DLkcat,0.0906,23760.897,2.713025324
rxn10261_c0,DLkcat,0.0906,19647.4776,8.300302121
rxn10313_c0,DLkcat,0.0906,45484.6269,0.597564537
rxn10260_c0,DLkcat,0.0906,19647.4776,8.300302121
rxn10314_c0,DLkcat,0.0906,45484.6269,0.597564537
rxn10259_c0,DLkcat,0.0906,19647.4776,8.300302121
rxn00931_c0_reverse,DLkcat,0.086,28013.1376,11.05195728
rxn00292_c0,DLkcat,0.0852,43273.3603,3.543981769
rxn05610_c0_num2,DLkcat,0.0804,18734.39,7.724831179
rxn09114_c0,DLkcat,0.0802,19647.4776,7.347508059
rxn03251_c0_reverse,DLkcat,0.0757,41063.8695,6.636490991
rxn00242_c0,DLkcat,0.0725,81685.8993,1.59758295
rxn01819_c0,DLkcat,0.0668,32011.6433,3.756133319
rxn06865_c0_reverse_num5,DLkcat,0.0653,21976.8786,5.348348241
rxn06848_c0_reverse_num5,DLkcat,0.0651,21976.8786,5.331967389
rxn00459_c0_reverse,DLkcat,0.0588,45915.4253,1.152553846
rxn08018_c0_reverse_num1,DLkcat,0.0511,22151.7682,8.304528936
rxn00719_c0_num1,DLkcat,0.0391,27156.1206,5.183361868
rxn00789_c0_reverse_num1,DLkcat,0.0361,44148.1774,2.943722882
rxn00124_c0,DLkcat,0.0288,30459.5707,1.701928123
rxn08433_c0,DLkcat,0.0277,27289.9038,1.218032876
rxn01465_c0,DLkcat,0.0277,44760.4447,1.113929952
rxn05158_c0_num3,DLkcat,0.0231,49002.603,1.697052706
rxn12639_c0_num2,DLkcat,0.0229,38522.6475,2.14003983
rxn05344_c0,DLkcat,0.0226,43139.3518,1.88598105
rxn02476_c0_reverse,DLkcat,0.0202,44188.2461,1.645686499
rxn01807_c0,DLkcat,0.0134,30459.5707,0.791869335
rxn05341_c0_reverse,DLkcat,344.7,25525.2873,48615.3196
rxn08015_c0,DLkcat,0.0127,8726.6991,1.339208189
